Cytokine,Cohort 1,Cohort 2,P-Value,Sex Counts Cohort 1,Sex Counts Cohort 2,Mean Cohort 1,Mean Cohort 2,P-Value Adjusted,Significant
RANTES.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},4.342945178152237e-11,,,False
RANTES.P,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
RANTES.P,Taiwan,PICFLU,5.8715774257799783e-36,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.3429451781522374e-11,1.3152333433747153e-32,True
RANTES.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
RANTES.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
RANTES.P,Taiwan,Hopkins,2.2102514812318477e-36,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,4.3429451781522374e-11,4.950963317959339e-33,True
RANTES.P,Taiwan,FLU09,,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,4.342945178152237e-11,,False
RANTES.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
RANTES.P,SHIVERS,PICFLU,2.8269004665273084e-18,{},{},4.342945178152237e-11,4.3429451781522374e-11,6.3322570450211705e-15,True
RANTES.P,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
RANTES.P,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
RANTES.P,SHIVERS,Hopkins,1.8239921400744053e-18,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,4.3429451781522374e-11,4.085742393766668e-15,True
RANTES.P,SHIVERS,FLU09,,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,4.342945178152237e-11,,False
RANTES.P,SHIVERS,,,{},{},4.342945178152237e-11,,,False
RANTES.P,PICFLU,Nicaragua,8.994351963621446e-12,{},{},4.3429451781522374e-11,4.342945178152238e-11,2.0147348398512038e-08,True
RANTES.P,PICFLU,Memphis,3.42952490770119e-138,{},{},4.3429451781522374e-11,4.342945178152236e-11,7.682135793250666e-135,True
RANTES.P,PICFLU,Hopkins,1.0,{},"{'Female': 146, 'Male': 106}",4.3429451781522374e-11,4.3429451781522374e-11,1.0,False
RANTES.P,PICFLU,FLU09,1.7738981150563974e-54,{},"{'Female': 194, 'Male': 114}",4.3429451781522374e-11,4.342945178152237e-11,3.97353177772633e-51,True
RANTES.P,PICFLU,,,{},{},4.3429451781522374e-11,,,False
RANTES.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
RANTES.P,Nicaragua,Hopkins,5.398818102140367e-13,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,4.3429451781522374e-11,1.209335254879442e-09,True
RANTES.P,Nicaragua,FLU09,2.3785583686084476e-57,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,4.342945178152237e-11,5.327970745682922e-54,True
RANTES.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
RANTES.P,Memphis,Hopkins,6.371161597283906e-152,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,4.3429451781522374e-11,1.427140197791595e-148,True
RANTES.P,Memphis,FLU09,1.725617166932672e-63,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,4.342945178152237e-11,3.8653824539291853e-60,True
RANTES.P,Memphis,,,{},{},4.342945178152236e-11,,,False
RANTES.P,Hopkins,FLU09,4.4613908556795686e-55,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",4.3429451781522374e-11,4.342945178152237e-11,9.993515516722234e-52,True
RANTES.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},4.3429451781522374e-11,,,False
RANTES.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},4.342945178152237e-11,,,False
sCD40-L.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
sCD40-L.N,Taiwan,PICFLU,4.84621203304875e-26,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.8884281166751775,1.08555149540292e-22,True
sCD40-L.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
sCD40-L.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
sCD40-L.N,Taiwan,Hopkins,8.262187900149262e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.1777404909915121,1.8507300896334348e-13,True
sCD40-L.N,Taiwan,FLU09,4.3256133794288245e-76,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.8181980208339694,9.689373969920566e-73,True
sCD40-L.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
sCD40-L.N,SHIVERS,PICFLU,3.345439914429603e-13,{},{},4.342945178152237e-11,0.8884281166751775,7.49378540832231e-10,True
sCD40-L.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
sCD40-L.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
sCD40-L.N,SHIVERS,Hopkins,1.282332238689943e-08,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.1777404909915121,2.8724242146654722e-05,True
sCD40-L.N,SHIVERS,FLU09,4.424064009765016e-40,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.8181980208339694,9.909903381873635e-37,True
sCD40-L.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
sCD40-L.N,PICFLU,Nicaragua,4.177928592775566e-50,{},{},0.8884281166751775,4.342945178152238e-11,9.358560047817268e-47,True
sCD40-L.N,PICFLU,Memphis,2.7243984670912217e-164,{},{},0.8884281166751775,4.342945178152236e-11,6.102652566284336e-161,True
sCD40-L.N,PICFLU,Hopkins,1.84293874003251e-21,{},"{'Female': 146, 'Male': 106}",0.8884281166751775,0.1777404909915121,4.128182777672823e-18,True
sCD40-L.N,PICFLU,FLU09,0.32218254462827095,{},"{'Female': 194, 'Male': 114}",0.8884281166751775,0.8181980208339694,1.0,False
sCD40-L.N,PICFLU,,,{},{},0.8884281166751775,,,False
sCD40-L.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
sCD40-L.N,Nicaragua,Hopkins,2.5938668076903604e-32,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.1777404909915121,5.810261649226407e-29,True
sCD40-L.N,Nicaragua,FLU09,4.819656219425044e-139,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.8181980208339694,1.0796029931512098e-135,True
sCD40-L.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
sCD40-L.N,Memphis,Hopkins,3.862565021651754e-106,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.1777404909915121,8.652145648499929e-103,True
sCD40-L.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.8181980208339694,0.0,True
sCD40-L.N,Memphis,,,{},{},4.342945178152236e-11,,,False
sCD40-L.N,Hopkins,FLU09,3.3729852998789384e-56,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.1777404909915121,0.8181980208339694,7.555487071728822e-53,True
sCD40-L.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.1777404909915121,,,False
sCD40-L.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.8181980208339694,,,False
sCD40-L.P,Taiwan,SHIVERS,9.728160219665352e-270,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,2.9898150482718413,2.179107889205039e-266,True
sCD40-L.P,Taiwan,PICFLU,1.4613249536853674e-209,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,3.590664754431246,3.273367896255223e-206,True
sCD40-L.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
sCD40-L.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
sCD40-L.P,Taiwan,Hopkins,2.6921426196737886e-18,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,1.148768340655588,6.030399468069286e-15,True
sCD40-L.P,Taiwan,FLU09,8.541313756195812e-63,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,2.284278861784778,1.9132542813878618e-59,True
sCD40-L.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
sCD40-L.P,SHIVERS,PICFLU,6.15425211527108e-11,{},{},2.9898150482718413,3.590664754431246,1.378552473820722e-07,True
sCD40-L.P,SHIVERS,Nicaragua,0.0,{},{},2.9898150482718413,4.342945178152238e-11,0.0,True
sCD40-L.P,SHIVERS,Memphis,0.0,{},{},2.9898150482718413,4.342945178152236e-11,0.0,True
sCD40-L.P,SHIVERS,Hopkins,4.41639813470746e-20,{},"{'Female': 146, 'Male': 106}",2.9898150482718413,1.148768340655588,9.892731821744709e-17,True
sCD40-L.P,SHIVERS,FLU09,7.180902302041827e-05,{},"{'Female': 194, 'Male': 114}",2.9898150482718413,2.284278861784778,0.16085221156573692,False
sCD40-L.P,SHIVERS,,,{},{},2.9898150482718413,,,False
sCD40-L.P,PICFLU,Nicaragua,0.0,{},{},3.590664754431246,4.342945178152238e-11,0.0,True
sCD40-L.P,PICFLU,Memphis,0.0,{},{},3.590664754431246,4.342945178152236e-11,0.0,True
sCD40-L.P,PICFLU,Hopkins,1.4657914386516802e-60,{},"{'Female': 146, 'Male': 106}",3.590664754431246,1.148768340655588,3.2833728225797635e-57,True
sCD40-L.P,PICFLU,FLU09,2.294144120359368e-25,{},"{'Female': 194, 'Male': 114}",3.590664754431246,2.284278861784778,5.138882829604984e-22,True
sCD40-L.P,PICFLU,,,{},{},3.590664754431246,,,False
sCD40-L.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
sCD40-L.P,Nicaragua,Hopkins,3.325763967552726e-35,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,1.148768340655588,7.449711287318106e-32,True
sCD40-L.P,Nicaragua,FLU09,2.3582518528430275e-116,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,2.284278861784778,5.282484150368381e-113,True
sCD40-L.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
sCD40-L.P,Memphis,Hopkins,1.280752147795831e-115,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,1.148768340655588,2.868884811062661e-112,True
sCD40-L.P,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,2.284278861784778,0.0,True
sCD40-L.P,Memphis,,,{},{},4.342945178152236e-11,,,False
sCD40-L.P,Hopkins,FLU09,1.1276268890370457e-14,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",1.148768340655588,2.284278861784778,2.5258842314429822e-11,True
sCD40-L.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},1.148768340655588,,,False
sCD40-L.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},2.284278861784778,,,False
TGFα.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
TGFα.N,Taiwan,PICFLU,2.178743425020218e-19,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.4775309198692095,4.880385272045288e-16,True
TGFα.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
TGFα.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
TGFα.N,Taiwan,Hopkins,7.89259042480849e-19,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.18719556369128593,1.7679402551571019e-15,True
TGFα.N,Taiwan,FLU09,1.1282291589320428e-65,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.517015467209879,2.527233316007776e-62,True
TGFα.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
TGFα.N,SHIVERS,PICFLU,6.871464911863998e-10,{},{},4.342945178152237e-11,0.4775309198692095,1.5392081402575356e-06,True
TGFα.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
TGFα.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
TGFα.N,SHIVERS,Hopkins,1.3167713011141118e-09,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.18719556369128593,2.9495677144956105e-06,True
TGFα.N,SHIVERS,FLU09,3.641816258685992e-34,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.517015467209879,8.157668419456623e-31,True
TGFα.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
TGFα.N,PICFLU,Nicaragua,2.405957753038187e-37,{},{},0.4775309198692095,4.342945178152238e-11,5.3893453668055384e-34,True
TGFα.N,PICFLU,Memphis,5.965601369663361e-123,{},{},0.4775309198692095,4.342945178152236e-11,1.336294706804593e-119,True
TGFα.N,PICFLU,Hopkins,2.6511659293098914e-09,{},"{'Female': 146, 'Male': 106}",0.4775309198692095,0.18719556369128593,5.9386116816541565e-06,True
TGFα.N,PICFLU,FLU09,0.39636721043957446,{},"{'Female': 194, 'Male': 114}",0.4775309198692095,0.517015467209879,1.0,False
TGFα.N,PICFLU,,,{},{},0.4775309198692095,,,False
TGFα.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
TGFα.N,Nicaragua,Hopkins,3.08074406684356e-36,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.18719556369128593,6.900866709729573e-33,True
TGFα.N,Nicaragua,FLU09,2.5713770159163837e-121,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.517015467209879,5.7598845156527e-118,True
TGFα.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
TGFα.N,Memphis,Hopkins,5.408677725140402e-119,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.18719556369128593,1.2115438104314502e-115,True
TGFα.N,Memphis,FLU09,0.0,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.517015467209879,0.0,True
TGFα.N,Memphis,,,{},{},4.342945178152236e-11,,,False
TGFα.N,Hopkins,FLU09,2.0663924313039045e-29,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.18719556369128593,0.517015467209879,4.6287190461207463e-26,True
TGFα.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.18719556369128593,,,False
TGFα.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.517015467209879,,,False
TGFα.P,Taiwan,SHIVERS,1.192829699949408e-79,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.481200059274263,2.6719385278866738e-76,True
TGFα.P,Taiwan,PICFLU,6.293609335979098e-24,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.2721423497410908,1.409768491259318e-20,True
TGFα.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
TGFα.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
TGFα.P,Taiwan,Hopkins,1.6585228020471347e-15,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.283923507527648,3.715091076585582e-12,True
TGFα.P,Taiwan,FLU09,7.297257629853631e-35,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.4367793122689237,1.6345857090872134e-31,True
TGFα.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
TGFα.P,SHIVERS,PICFLU,6.466620934214772e-07,{},{},0.481200059274263,0.2721423497410908,0.0014485230892641089,True
TGFα.P,SHIVERS,Nicaragua,1.3677695582483691e-151,{},{},0.481200059274263,4.342945178152238e-11,3.0638038104763468e-148,True
TGFα.P,SHIVERS,Memphis,0.0,{},{},0.481200059274263,4.342945178152236e-11,0.0,True
TGFα.P,SHIVERS,Hopkins,0.00025607286441809015,{},"{'Female': 146, 'Male': 106}",0.481200059274263,0.283923507527648,0.5736032162965219,False
TGFα.P,SHIVERS,FLU09,0.38150547795040524,{},"{'Female': 194, 'Male': 114}",0.481200059274263,0.4367793122689237,1.0,False
TGFα.P,SHIVERS,,,{},{},0.481200059274263,,,False
TGFα.P,PICFLU,Nicaragua,4.4492664714555056e-46,{},{},0.2721423497410908,4.342945178152238e-11,9.966356896060333e-43,True
TGFα.P,PICFLU,Memphis,2.459851433122517e-151,{},{},0.2721423497410908,4.342945178152236e-11,5.510067210194438e-148,True
TGFα.P,PICFLU,Hopkins,0.7621160604076171,{},"{'Female': 146, 'Male': 106}",0.2721423497410908,0.283923507527648,1.0,False
TGFα.P,PICFLU,FLU09,7.96680465044075e-06,{},"{'Female': 194, 'Male': 114}",0.2721423497410908,0.4367793122689237,0.01784564241698728,True
TGFα.P,PICFLU,,,{},{},0.2721423497410908,,,False
TGFα.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
TGFα.P,Nicaragua,Hopkins,9.080222428689186e-30,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.283923507527648,2.0339698240263776e-26,True
TGFα.P,Nicaragua,FLU09,1.5943167909838003e-66,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.4367793122689237,3.5712696118037126e-63,True
TGFα.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
TGFα.P,Memphis,Hopkins,9.300060309418508e-98,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.283923507527648,2.0832135093097458e-94,True
TGFα.P,Memphis,FLU09,8.798396697713948e-214,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.4367793122689237,1.9708408602879245e-210,True
TGFα.P,Memphis,,,{},{},4.342945178152236e-11,,,False
TGFα.P,Hopkins,FLU09,0.00011770370336897914,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.283923507527648,0.4367793122689237,0.26365629554651326,False
TGFα.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.283923507527648,,,False
TGFα.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.4367793122689237,,,False
TNFα.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
TNFα.N,Taiwan,PICFLU,2.815096507499071e-19,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.7173160116481384,6.305816176797918e-16,True
TNFα.N,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
TNFα.N,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
TNFα.N,Taiwan,Hopkins,1.250773316352345e-13,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.26470894428440284,2.8017322286292524e-10,True
TNFα.N,Taiwan,FLU09,2.309466470589335e-44,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.7701753366006443,5.173204894120111e-41,True
TNFα.N,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
TNFα.N,SHIVERS,PICFLU,7.795851264212704e-10,{},{},4.342945178152237e-11,0.7173160116481384,1.7462706831836456e-06,True
TNFα.N,SHIVERS,Nicaragua,4.532239002070038e-19,{},{},4.342945178152237e-11,4.342945178152238e-11,1.0152215364636885e-15,True
TNFα.N,SHIVERS,Memphis,3.981248033407815e-20,{},{},4.342945178152237e-11,4.342945178152236e-11,8.917995594833506e-17,True
TNFα.N,SHIVERS,Hopkins,4.497242124243993e-07,{},"{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.26470894428440284,0.0010073822358306545,True
TNFα.N,SHIVERS,FLU09,1.4451566014178872e-22,{},"{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.7701753366006443,3.2371507871760676e-19,True
TNFα.N,SHIVERS,,,{},{},4.342945178152237e-11,,,False
TNFα.N,PICFLU,Nicaragua,3.952270964212968e-37,{},{},0.7173160116481384,4.342945178152238e-11,8.853086959837049e-34,True
TNFα.N,PICFLU,Memphis,3.0304752189383173e-122,{},{},0.7173160116481384,4.342945178152236e-11,6.78826449042183e-119,True
TNFα.N,PICFLU,Hopkins,1.7650328564761688e-09,{},"{'Female': 146, 'Male': 106}",0.7173160116481384,0.26470894428440284,3.953673598506618e-06,True
TNFα.N,PICFLU,FLU09,0.4859951699125469,{},"{'Female': 194, 'Male': 114}",0.7173160116481384,0.7701753366006443,1.0,False
TNFα.N,PICFLU,,,{},{},0.7173160116481384,,,False
TNFα.N,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
TNFα.N,Nicaragua,Hopkins,4.3891759650569615e-26,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.26470894428440284,9.831754161727594e-23,True
TNFα.N,Nicaragua,FLU09,7.563835421080048e-84,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.7701753366006443,1.6942991343219308e-80,True
TNFα.N,Nicaragua,,,{},{},4.342945178152238e-11,,,False
TNFα.N,Memphis,Hopkins,1.5064979806578974e-85,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.26470894428440284,3.3745554766736905e-82,True
TNFα.N,Memphis,FLU09,4.184462815769374e-266,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.7701753366006443,9.373196707323397e-263,True
TNFα.N,Memphis,,,{},{},4.342945178152236e-11,,,False
TNFα.N,Hopkins,FLU09,3.2537799399750292e-21,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.26470894428440284,0.7701753366006443,7.288467065544066e-18,True
TNFα.N,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.26470894428440284,,,False
TNFα.N,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.7701753366006443,,,False
TNFα.P,Taiwan,SHIVERS,4.54349197675218e-94,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.698749253814834,1.0177422027924883e-90,True
TNFα.P,Taiwan,PICFLU,1.061566582715849e-88,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.8081781771498884,2.377909145283502e-85,True
TNFα.P,Taiwan,Nicaragua,6.908268359556572e-38,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152238e-11,1.547452112540672e-34,True
TNFα.P,Taiwan,Memphis,2.8232794641097367e-41,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152236e-11,6.32414599960581e-38,True
TNFα.P,Taiwan,Hopkins,5.4695354196797805e-17,"{'Female': 112, 'Male': 80}","{'Female': 146, 'Male': 106}",4.342945178152237e-11,0.3964535747201191,1.2251759340082708e-13,True
TNFα.P,Taiwan,FLU09,3.447072031466595e-45,"{'Female': 112, 'Male': 80}","{'Female': 194, 'Male': 114}",4.342945178152237e-11,0.6149475562284515,7.721441350485174e-42,True
TNFα.P,Taiwan,,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,,,False
TNFα.P,SHIVERS,PICFLU,0.03144283067900153,{},{},0.698749253814834,0.8081781771498884,1.0,False
TNFα.P,SHIVERS,Nicaragua,8.308884559127585e-178,{},{},0.698749253814834,4.342945178152238e-11,1.8611901412445791e-174,True
TNFα.P,SHIVERS,Memphis,0.0,{},{},0.698749253814834,4.342945178152236e-11,0.0,True
TNFα.P,SHIVERS,Hopkins,2.201963157275619e-05,{},"{'Female': 146, 'Male': 106}",0.698749253814834,0.3964535747201191,0.04932397472297387,True
TNFα.P,SHIVERS,FLU09,0.16987662453583094,{},"{'Female': 194, 'Male': 114}",0.698749253814834,0.6149475562284515,1.0,False
TNFα.P,SHIVERS,,,{},{},0.698749253814834,,,False
TNFα.P,PICFLU,Nicaragua,3.3575914257629663e-161,{},{},0.8081781771498884,4.342945178152238e-11,7.521004793709044e-158,True
TNFα.P,PICFLU,Memphis,0.0,{},{},0.8081781771498884,4.342945178152236e-11,0.0,True
TNFα.P,PICFLU,Hopkins,2.5780973055692234e-15,{},"{'Female': 146, 'Male': 106}",0.8081781771498884,0.3964535747201191,5.77493796447506e-12,True
TNFα.P,PICFLU,FLU09,1.4173076140195204e-05,{},"{'Female': 194, 'Male': 114}",0.8081781771498884,0.6149475562284515,0.031747690554037256,True
TNFα.P,PICFLU,,,{},{},0.8081781771498884,,,False
TNFα.P,Nicaragua,Memphis,7.4738438592408245e-261,{},{},4.342945178152238e-11,4.342945178152236e-11,1.6741410244699446e-257,True
TNFα.P,Nicaragua,Hopkins,1.161024675061851e-32,{},"{'Female': 146, 'Male': 106}",4.342945178152238e-11,0.3964535747201191,2.600695272138546e-29,True
TNFα.P,Nicaragua,FLU09,2.4665216687227002e-85,{},"{'Female': 194, 'Male': 114}",4.342945178152238e-11,0.6149475562284515,5.525008537938849e-82,True
TNFα.P,Nicaragua,,,{},{},4.342945178152238e-11,,,False
TNFα.P,Memphis,Hopkins,2.753473868137306e-107,{},"{'Female': 146, 'Male': 106}",4.342945178152236e-11,0.3964535747201191,6.167781464627566e-104,True
TNFα.P,Memphis,FLU09,1.5652437980951377e-270,{},"{'Female': 194, 'Male': 114}",4.342945178152236e-11,0.6149475562284515,3.5061461077331083e-267,True
TNFα.P,Memphis,,,{},{},4.342945178152236e-11,,,False
TNFα.P,Hopkins,FLU09,1.2758523645574214e-05,"{'Female': 146, 'Male': 106}","{'Female': 194, 'Male': 114}",0.3964535747201191,0.6149475562284515,0.02857909296608624,True
TNFα.P,Hopkins,,,"{'Female': 146, 'Male': 106}",{},0.3964535747201191,,,False
TNFα.P,FLU09,,,"{'Female': 194, 'Male': 114}",{},0.6149475562284515,,,False
TNFβ.N,Taiwan,SHIVERS,,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,4.342945178152237e-11,,False
TNFβ.N,Taiwan,PICFLU,1.3482425460615827e-19,"{'Female': 112, 'Male': 80}",{},4.342945178152237e-11,0.2220402908826702,3.0200633031779456e-16,True
