,id,E0,T0,I10,beta,k,p,c,delta,xi,a,tau,d_E,delta_E,K_delta_E,V_sse,C_sse,sse,PID,AIC
0,,490285.7679362833,400000000.0,75.0,0.0007883392501651799,4.0,0.0038100429694111013,3.772595336492793,0.6945992195162236,4.542056167420572,0.05588845302111428,2.248835615383982,4.019837742413875,49.72696020660438,362.2951512847993,223.77325625183613,14.487319412674955,238.2605756645111,Population,68.05699575998023
