Shedder Day 0 Full-length,Shedder Day 28 Full-length,Shedder Day 0 Stalk,Shedder Day 28 Stalk,Nonshedder Day 0 Full-length,Nonshedder Day 28 Full-length,Nonshedder Day 0 Stalk,Nonshedder Day 28 Stalk
"{'mean': 8.25243956113951, 'std': 1.8889796743973037, 'n': 19}","{'mean': 11.495440126779355, 'std': 1.3122768379208851, 'n': 18}","{'mean': 9.6327672002658, 'std': 1.675620373321681, 'n': 19}","{'mean': 12.428668791172543, 'std': 1.372821261714018, 'n': 18}","{'mean': 9.51685750105621, 'std': 1.3700321563292142, 'n': 16}","{'mean': 10.500228367506816, 'std': 1.2656138499023435, 'n': 16}","{'mean': 10.494802332551949, 'std': 1.2534095523369508, 'n': 16}","{'mean': 11.268076924289005, 'std': 1.259250878476353, 'n': 16}"
