param_x,param_y,103.0,107.0,110.0,111.0,112.0,204.0,207.0,302.0,307.0,308.0,311.0,312.0,Population,Overall_minus_Pop
p,c,0.9249859350967987,-0.271478300654417,0.87752787849865,0.7204877349530716,0.67393829346323,0.24899957932080358,0.31035691158580375,0.3466760298398859,0.8341469755653576,0.47850569136171356,0.7901475274423762,0.9311310714233567,0.6147919096244416,0.20579314198091794
p,delta,-0.47232027238567753,0.4382993634672,-0.6056595761740975,-0.43572063304991987,-0.3029411845899132,0.7726768977148849,0.5653471610426325,0.08907035297106852,-0.4961216619097789,-0.15417901772805287,-0.13263467176175966,0.587058435212288,0.1597227379757641,0.5090258696085279
p,xi,-0.2028725705748476,0.525253272561934,-0.18495146315282635,0.3334641970037905,-0.24761116106842143,-0.056549740302625884,0.358850114960147,0.18909228642800346,0.3726255994746096,0.3526036193513433,-0.23743721775780088,0.1295835570283352,0.18092202251976636,-0.4130476436940644
p,a,0.6883267262124564,-0.35040743149324843,0.029655666951203332,-0.13391342590949354,-0.05311843026270674,0.0679654490391196,0.2688607768623069,0.14290912396474514,-0.3938301533319818,-0.24145523856997356,0.4409408021821431,-0.22483469097294667,-0.2706637606921702,0.015781444559036115
p,d_E,-0.2487298006441493,0.5727717554332322,-0.06235563683597938,0.20436326248628067,-0.33223459573992775,0.1630003162277138,0.20791078590955828,0.048724147743137824,0.5835248112007274,0.3219872191606943,-0.3806762366647139,0.450298799055969,0.3366193936245969,0.031082290214947753
p,delta_E,0.32663213048214124,-0.4373315233080887,0.5294466571813206,-0.6068607577221152,0.24859118904918756,0.18771381159222417,-0.4546218296117722,-0.25799238563598925,0.16859666468937404,-0.11435283636055865,0.5684953825822108,-0.5150928215875672,-0.35722427341866575,0.10958765926530739
p,K_delta_E,-0.35700426442989613,-0.2025531686102438,-0.23298582416422953,-0.20276884686993285,0.5934920280364865,0.1085901593547849,-0.3330573657650901,0.39745895010023785,-0.16369283736469276,0.04543594787813449,0.1861429943656641,0.1787413562554579,-0.13661423469577003,0.16687445609517457
p,zeta,0.08135969766481768,-0.08622952947229813,-0.1046577912205351,-0.1892761439753993,0.06340693819784667,0.20036123647200113,0.03509527916028646,-0.13894811085227168,-0.005433894480254405,0.2802664623324259,0.04976314830626469,0.5501414198238853,0.0773198600407074,0.4862778648638958
p,tau_memory,-0.063525994694989,0.12412662576168706,-0.29906379043695824,-0.15437514121789836,0.38382661236541477,0.04615605848414864,0.1444311976860468,-0.30031692092383844,-0.2339779291824113,-0.051393173869639416,-0.47612692074934976,0.551983484764812,-0.35464210751150377,0.38665709372787554
c,delta,-0.2298367273959153,-0.7490751198384278,-0.7993851075540137,-0.5714424215159186,-0.6801818634201054,-0.1453224208448901,0.3024819761196634,-0.40692853965174397,-0.5869003166420588,-0.7443949135845154,-0.47355776356917123,0.5252348178646101,-0.2640538417169476,0.36802399986824064
c,xi,-0.37043432391478637,-0.4999451283641011,-0.2036926522690467,0.48655175216917657,-0.1251499812983616,-0.5228144906840038,-0.2187704818786294,-0.009232530954356503,0.24681656899240192,-0.08329737576545314,-0.6846063065527678,0.10429388396708701,0.6292070899373768,-0.26125987499027026
c,a,0.7079804019669127,0.40659019291265214,0.11637387817511123,-0.18669653684654838,-0.03769526982811739,0.4817674078248474,0.15706292528375101,0.017447929017062103,-0.23606067506318543,0.2077588105302755,0.5064385514417498,-0.2767629777515617,-0.7130884959748871,-0.15467288809630478
c,d_E,-0.3722474791177048,-0.6015910996221593,-0.19720238042922147,0.3559303535524143,-0.48214995239209696,-0.44051137019783093,0.1024118722976803,-0.28528709110113354,0.4609891752632039,-0.12077823766068055,-0.6273345939173589,0.4355885891443587,0.7508854067318504,-0.16811786611130414
c,delta_E,0.4066635819352088,0.4982423275086208,0.6532035397134087,-0.7985626369682496,0.4000365313718994,-0.05286371561703836,-0.36187224684927916,0.010669571738625401,0.13617950483043928,0.4160682340623491,0.8480603084758648,-0.4963797688394843,-0.031896499702563925,-0.22954444203477772
c,K_delta_E,-0.3211971062512141,-0.048203398236525835,0.06457622995699919,-0.32083437559588035,0.343696272591391,-0.012409744861839853,0.09493669671262779,0.3518538133187675,-0.13357209963747724,-0.5139654294224327,-0.02199530718051425,0.19022635376676286,-0.32097126948166493,0.1900696138183693
c,zeta,-0.08601607322862109,-0.48684121756159726,0.061827327955694594,-0.21559127077323442,-0.17354872727081636,0.12287929828816302,0.43524292951468274,-0.1040406793585,-0.13159823974118814,0.4526149638603729,0.21348010165170234,0.5670920323463942,0.3331893638568334,0.07943615657450105
c,tau_memory,-0.22386366831149151,-0.3460113925972943,-0.31037521433796245,-0.11126298193524907,0.1917043746998549,0.03004530301954885,0.22611462284617911,-0.13952150225360732,-0.3414814081532839,-0.2607505927982841,-0.6302868736280511,0.4695683390176288,-0.42121710428756637,0.1933783769018108
delta,xi,0.25074863879859477,0.750576838128276,0.45298255671399873,-0.03612981976458769,-0.13858817439345258,0.1838111886722922,0.2890846952093753,-0.3370584085013695,-0.23128937028868776,0.3836319350026984,0.569000221232779,0.16852867349912556,-0.7327564464509208,-0.687219369388728
delta,a,-0.5023026400174432,-0.6710594596812365,-0.3127941637930141,-0.3477404676534465,0.030266448849964482,-0.20185613670873093,0.41895602553196093,0.0839565899286251,0.22220403152245474,-0.47245813820722105,-0.1348088087625052,-0.2643976787485954,0.414662225207614,0.1972488795080466
delta,d_E,0.4025008162153274,0.7883068374723569,0.3504505637139886,0.12129969003047991,0.3909827927100494,0.34212020613726507,0.42243587956573037,0.005478155876392822,-0.24504844997491132,0.5143609997502787,0.47187717422432734,0.41860092178427966,-0.4461946396231914,-0.3262721069925614
delta,delta_E,-0.4642779799984016,-0.8866178870235085,-0.9077163688930896,0.6103800483346781,-0.2710520124389034,0.16452602000636257,-0.8826905027108005,-0.46558488936416237,-0.32132667688884337,-0.693477610678878,-0.5109065961451964,-0.46788506898748483,-0.7841397977623379,-0.02749435946623606
delta,K_delta_E,-0.05391020481595427,-0.1483045687436965,-0.08680451885496578,0.015623884396842983,-0.14627574682192085,0.21140362701257404,-0.4218787675056697,-0.0021421055793883078,0.492900052390512,0.7622584922560032,0.41841030171947746,0.16956652351969143,0.3194210682697214,0.21320901535090822
delta,zeta,0.004378472206362058,0.5168645360451191,-0.20294826384467404,0.3501412426389627,0.4248271321817406,0.13514353081111247,0.2977761273979305,-0.0991839674699579,0.4152436268239091,-0.27525357559422375,-0.07584298398946454,0.03280178323600262,-0.3917445481884238,0.4299820759781679
delta,tau_memory,0.18931045312554137,0.41105806249177507,0.4923955806668497,0.07712590501582059,0.1651181558964744,0.010185443205390663,0.4098572118965721,-0.352837953507629,0.32188524673057606,0.12914753654682073,0.28897229106210925,0.3192350154913001,-0.3356903065378526,0.3819917073606582
xi,a,-0.693210384648612,-0.8518732655961353,-0.3806302400364474,-0.8896385901357965,-0.21969459921815357,-0.9522683909072449,0.16543118969897422,-0.03564510717693788,-0.847107025255318,-0.46200901682718426,-0.40923972042321977,-0.4583582460318537,-0.7547573797267773,-0.4201944431734091
xi,d_E,0.9541552630385394,0.9496479588238862,0.7127627379231951,0.9793380597707376,0.27992406514184187,0.930087253482531,0.36733210344088846,0.5102892971152576,0.8008924712783003,0.8857334742659999,0.7092419240278067,0.7294203377240653,0.8602311549270295,0.41208420147476216
xi,delta_E,-0.9369664137650242,-0.8548434882382534,-0.7135333510859968,-0.6849571595516516,-0.08063975965006598,0.23273919718171335,-0.3773581398693314,0.14495175520252007,-0.27228059347112876,-0.8528875398079054,-0.6303385337484941,-0.4671417233482342,0.48336348414108554,-0.5397079114721166
xi,K_delta_E,-0.2842104554120647,-0.15269118265461265,0.4919683885560312,-0.7231232505175077,-0.38694987303187206,-0.18978559635809428,-0.1771713079133159,-0.18004641804982316,-0.15518113243261877,0.5048396541463736,0.18385524132073602,0.07590059172752114,-0.2213452744702145,-0.029947543208210553
xi,zeta,0.8453606801433103,0.354607502342971,-0.1742880471250618,-0.08264630584745199,-0.7113040494131773,-0.16862993075280275,-0.39927173468138005,-0.022019381164332167,0.07323930458485835,0.04535712889412198,-0.23969351122280455,-0.2686636004851305,0.49000140952847915,-0.8745326837780124
xi,tau_memory,0.9488685451798778,0.4045802409916223,0.390264687537101,-0.1160521731347387,-0.4724336175679308,-0.07972134256296165,0.17750388438131137,-0.03748018694679295,-0.4339518905850094,-0.027038572534945224,0.44860691790761303,0.003587194849894656,-0.028243541842691497,-0.3704317496129348
a,d_E,-0.6105620532807834,-0.7247405757798516,-0.1770548801576783,-0.9278786430685944,0.34460719876640294,-0.8783713737499023,0.4015510976433065,-0.12384595659302151,-0.721853579039674,-0.5833487690284775,-0.3179081656664614,-0.3303299630532513,-0.8515775150055624,-0.37069132811390443
a,delta_E,0.8549076600708354,0.7766519209042219,0.3545036500103894,0.34697575911907425,-0.6139483240596636,-0.17359353907355718,-0.5877254252170244,-0.2967053177577291,-0.11291822343334008,0.4930917791262022,0.4909739089738277,0.07738726738297547,-0.26002728173859485,0.26824621715179403
a,K_delta_E,0.18340561569398878,0.07046468264541392,-0.10708120587620985,0.65741556133836,0.3896878257228143,0.186079068516896,0.05429281419915222,0.13482756215143643,0.32713105432680495,-0.34580028654418093,-0.00033934598668515406,-0.05908149317736765,0.16860346372728352,-0.11883744330659338
a,zeta,-0.47280207993214385,-0.42813412803609147,0.3573144315021439,-0.03814031651519452,0.3490511385733679,0.14147663274634167,0.13915235754368235,-0.1293720144412772,-0.2514318096136694,-0.1045718664913239,0.06063110370139936,0.2659077118695589,-0.39904939106299164,0.20473403726243206
a,tau_memory,-0.6160885290021197,-0.41434791087965994,-0.6528164149337646,0.0815244874608832,0.5381834212517673,0.01879318293248347,0.2007128692044883,-0.09141095277107306,0.29659162189925675,0.22302307732518759,-0.50293114074527,-0.05886491063470739,0.18647426862156924,0.20481810872688577
d_E,delta_E,-0.8726680206766653,-0.8172446326997787,-0.42693913597135313,-0.5478599449257181,-0.5031776726576925,0.2877628373450375,-0.513802954488238,0.49206680095550254,0.08741961270606055,-0.7568165932215591,-0.6168575091614015,-0.5378439962885412,0.2594442252038973,0.0462117962841896
d_E,K_delta_E,-0.11685384166256123,-0.15632219660674507,0.2639307113346065,-0.7081514548430249,-0.0031202757762851855,-0.19213116318350812,0.3443301320975221,-0.27063047219389536,-0.07080683632315043,0.507298755241086,0.13037781204563967,0.17605216318344802,-0.3464112233150956,0.021139979932207103
d_E,zeta,0.7519034188174822,0.31529745520406244,0.09150486354957849,-0.00788082665324486,0.12367928127201963,-0.10566874547227852,0.07332263952365882,0.2780156226896119,0.024537739927525736,-0.052039804449232126,-0.20050039375812875,0.020951507246245057,0.409371247096581,-0.34584015490285497
d_E,tau_memory,0.8790978952613865,0.3485576072995485,0.13921904376389346,-0.08724022733291438,0.17485193528475912,-0.06239140510237744,-0.15460611552692793,0.2039609635221799,-0.4277199371842,-0.025514583640319822,0.46910279375737685,0.15894329660830236,-0.27216068385873393,-0.059530581426531524
delta_E,K_delta_E,0.39768959337096477,0.11734761051236928,-0.11974600692395698,0.4865160440009812,-0.23997197291515848,0.019962625949732835,0.22724638518711712,-0.2141090865933324,-0.41516416545198603,-0.7457411453632933,0.1102636838310759,-0.04837705718441341,0.003500041039668339,-0.19380325584082184
delta_E,zeta,-0.7491186722256399,-0.40939754424291286,0.25558260729589394,0.21265410219891262,-0.1616397659588562,0.07372384001411912,-0.23097502254750021,0.39891318015987987,-0.06665360161314651,0.08723271082308769,0.2714638003175759,-0.24245825934470736,0.30842088952150354,0.6291383530666856
delta_E,tau_memory,-0.8819602626513017,-0.41770271585178653,-0.6006121665206263,0.14983514730292646,-0.39048358524245663,-0.05212020308020381,-0.4211055284111508,0.36774859419527,0.09053632184776177,-0.06454495118563934,-0.507591694072039,-0.29660078707427057,0.5589144280528029,0.32246951218436326
K_delta_E,zeta,-0.2748447950111593,-0.07079220000891884,0.005024969365808492,0.1985204670728338,0.2943184557802898,0.08433129680663407,0.09311626087397527,-0.047146424071661336,0.10908309940179027,-0.020737608505591434,0.300058630379722,0.06683645382094665,-0.008572359486051569,-0.009391309031612644
K_delta_E,tau_memory,-0.3640296514534096,0.011752191686572286,0.11903124903539683,0.19789846819694368,0.6024632217503494,0.15391991115469775,-0.29856528965213414,-0.272054534992751,0.11741445315963557,0.13383102581777667,0.22005831512096413,0.1769207110838976,0.1414393601434498,0.2944916544981945
zeta,tau_memory,0.8672955605272432,0.6062192235460475,-0.5554487947475435,0.21776400927655273,0.6099323156912548,0.7463712124208361,0.19130027198911465,0.2596645325455526,0.24410119038970204,-0.2228343131620419,0.15138745479921978,0.43063711495079143,0.017990855674164155,0.34500409596757203
